custid,townsize,gender,age,birthmonth,ed,jobcat,union,employ,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,addresscat,cars,carown,cartype,carvalue,carbought,carbuy,commute,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,card2,card2type,card2benefit,card2fee,card2tenure,carditems,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,equipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Customer_cat
3190-RUZRQZ-4NF,3,0,30,January,19,1,0,3,0,67,2.8,0.7,-0.36,1.18,0.16,0,2,1,17,4,5,4,0,0,0,0,0,0,4,1,1,2,1,1,1,38.9,1,1,1,34,1,0,0,1,1,0,0,0,0,0,9,3,1,0,1,4,1,2,0,10,1,1,3,0,8,13,3,79.32,0,1,27,1,7.7,2.04,201.45,1,20,3,561.2,6.33,1,44,1112.35,0,0,NA,0,NA,1,36.55,3.6,916,6.82,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,1,0,medium_spend_cust
3288-JRIYDH-T8V,2,1,75,May,12,5,0,27,1,21,2.1,0.06,-2.87,0.38,-0.96,0,3,0,-1,-1,1,3,0,0,0,0,0,0,3,0,2,5,0,-1,-1,-1,-1,0,8,28,0,0,0,1,0,0,0,1,0,0,9,4,0,0,0,3,3,3,0,37,2,4,3,1,28,3,3,40.38,1,2,72,0,32.15,3.47,2304.3,0,0,NA,0,NA,0,0,0,1,36.25,3.59,2560,7.85,0,0,NA,0,NA,1,0,0,0,1,0,1,0,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,low_spend_cust
3329-MXEOQW-DTA,2,0,44,September,11,2,1,8,0,34,10.4,1.87,0.62,1.67,0.51,0,2,1,11,1,2,2,2,0,0,0,0,0,0,1,4,3,4,1,1,22.7,1,0,1,24,1,0,1,0,0,0,0,0,0,0,9,6,1,0,1,3,2,3,0,25,4,4,3,0,14,11,2,58.29,1,2,52,0,9.25,2.22,461.2,0,0,NA,0,NA,0,0,0,1,7.25,1.98,380,5.94,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,1,1,0,0,0,0,0,medium_spend_cust
4792-NIEQLO-405,2,0,71,March,17,1,0,10,1,11,5.7,0.26,-1.36,0.37,-0.99,0,4,1,16,3,2,8,0,0,0,0,0,0,8,1,3,5,3,0,0,6.2,0,0,1,25,1,0,0,0,1,1,0,0,0,0,9,6,1,0,1,2,3,3,0,26,3,4,1,1,20,10,3,52.78,0,2,48,0,9.2,2.22,447.15,0,0,NA,0,NA,0,0,0,1,48.75,3.89,2375,7.77,0,0,NA,0,NA,0,0,0,1,1,0,1,0,0,1,21,1,1,1,0,1,0,0,0,0,0,0,1,medium_spend_cust
4838-ZSEJLN-NL3,2,0,77,August,13,5,0,37,1,15,20.4,0.66,-0.41,2.4,0.87,0,5,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,5,4,1,0,9.8,1,0,1,27,1,0,0,1,1,0,0,0,0,0,9,4,0,0,0,4,3,4,1,31,2,3,3,1,24,3,1,12.89,0,2,65,0,23.05,3.14,1536.55,1,23.25,3.15,1488.8,7.31,0,0,0,1,7.25,1.98,460,6.13,0,0,NA,0,NA,1,1,0,0,1,1,1,1,0,1,19,1,1,1,0,1,0,0,0,1,0,0,0,low_spend_cust
1151-WLJJTM-3K4,5,0,68,February,10,2,0,4,1,9,9.5,0.3,-1.19,0.55,-0.6,0,5,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,3,3,0,0,5.2,0,1,8,17,1,0,0,0,0,0,0,1,0,1,9,2,1,0,1,2,2,1,1,31,1,1,2,1,22,12,8,187.01,0,2,66,0,12.05,2.49,771,1,25.25,3.23,1734,7.46,0,0,0,1,28,3.33,1790,7.49,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,medium_spend_cust
8313-RWNNFE-E3V,4,0,23,January,18,6,0,0,0,43,3.3,0.34,-1.08,1.08,0.08,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,2,0,-1,-1,-1,-1,0,4,33,0,0,1,1,0,1,0,0,0,0,9,1,1,1,0,1,1,3,0,5,2,1,3,1,5,11,6,140.53,0,3,24,0,7.25,1.98,151.6,0,0,NA,0,NA,1,32.4,726.15,0,0,NA,0,NA,1,25.65,3.24,558.15,6.32,1,1,0,4,1,0,0,1,1,1,14,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
8782-EPXXVK-FT9,3,1,65,March,15,3,0,13,0,66,8.2,3.91,1.36,1.5,0.41,0,2,1,15,3,2,6,3,0,0,0,0,0,3,1,1,5,2,1,1,31.9,0,0,1,31,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,2,2,3,0,38,4,2,3,0,29,16,2,68.63,0,2,70,0,32.7,3.49,2282.5,0,0,NA,0,NA,0,0,0,1,19,2.94,1330,7.19,0,0,NA,0,NA,1,0,0,3,0,1,0,0,1,1,17,1,1,1,0,1,0,1,0,1,0,0,0,medium_spend_cust
2649-IPDINN-U0N,4,0,24,October,17,2,0,0,0,18,11,0.37,-0.98,1.61,0.47,0,1,1,15,3,4,1,1,0,0,0,0,0,0,1,1,1,2,1,1,8.2,0,1,1,33,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,2,2,4,0,3,3,2,2,0,3,13,6,125.52,0,3,11,1,5.1,1.63,70.55,0,0,NA,0,NA,1,38.6,386.45,0,0,NA,0,NA,1,25.8,3.25,258.2,5.55,0,1,1,2,1,0,1,1,1,1,22,1,1,0,1,1,1,1,0,0,0,0,0,medium_spend_cust
6480-TJXYUM-FHY,1,1,65,September,17,2,0,7,1,13,5.3,0.47,-0.75,0.21,-1.54,0,2,1,19,4,4,0,0,0,0,0,0,0,0,1,1,4,5,1,1,6.3,0,1,1,31,1,0,0,0,1,0,0,0,0,0,9,5,1,0,0,5,4,3,0,14,3,1,3,1,13,12,7,101.33,0,2,39,0,10.7,2.37,417.9,1,17.5,2.86,735.15,6.6,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,1,29,1,1,1,0,0,1,0,0,1,0,0,1,medium_spend_cust
5298-EZKNBR-CAQ,5,1,49,November,17,1,1,8,0,28,11.9,0.29,-1.24,3.04,1.11,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,4,3,1,0,13.8,0,0,1,35,1,0,1,0,0,1,0,0,0,0,2,3,1,0,0,3,2,2,1,3,1,4,2,0,3,7,1,44.52,1,1,3,1,4.7,1.55,11.05,0,0,NA,0,NA,1,31.15,76.7,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,2,0,0,0,1,0,1,14,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
3172-QNVQZR-4YI,5,0,26,September,12,1,0,4,0,28,7,0.99,-0.01,0.97,-0.03,0,3,1,12,2,6,4,1,1,0,2,0,0,0,1,3,2,0,-1,-1,-1,-1,0,8,32,0,0,1,1,0,0,1,1,0,0,9,5,0,1,1,4,1,1,0,8,3,3,1,0,9,10,2,66.83,0,1,29,0,8.2,2.1,266.9,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
3787-PDMPIW-RUL,1,0,58,July,8,6,0,28,0,84,13,2.33,0.84,8.59,2.15,0,2,0,-1,-1,2,9,0,0,0,1,0,0,8,1,2,4,4,1,0,41.2,0,1,1,24,1,0,1,1,1,0,0,0,0,0,9,3,0,0,1,2,3,4,1,21,5,2,3,0,19,10,2,103.58,0,3,36,0,7.55,2.02,243.55,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,1,1,0,1,1,0,1,medium_spend_cust
9307-LYOCSE-ZGV,4,1,43,May,17,2,0,1,0,33,28,1.88,0.63,7.36,2,0,1,0,-1,-1,2,1,1,0,0,0,0,0,0,1,1,3,2,0,1,13.7,0,1,1,29,1,1,0,1,1,0,0,0,0,0,3,6,0,1,1,1,4,3,1,6,2,4,1,0,5,9,3,115.73,1,1,15,0,2.55,0.94,47.45,0,0,NA,0,NA,1,27.95,384.2,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,1,0,0,0,0,0,0,medium_spend_cust
0466-PHYEYE-T4Y,3,0,69,November,17,1,0,9,0,55,12.3,1.31,0.27,5.46,1.7,0,4,1,13,2,2,0,0,0,0,0,0,0,0,1,1,5,0,-1,-1,-1,-1,0,8,23,0,0,0,0,0,0,0,1,0,0,9,6,1,1,0,3,1,1,0,24,1,4,2,0,15,18,4,181.14,1,2,47,0,8.25,2.11,376.4,0,0,NA,0,NA,0,0,0,1,27.5,3.31,1275,7.15,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,25,1,1,1,0,1,0,1,0,0,0,0,1,medium_spend_cust
4426-DSOKTB-1N2,4,1,46,May,20,1,0,6,0,84,9.2,1.72,0.54,6,1.79,1,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,3,4,3,1,0,38.2,0,1,1,26,1,0,0,0,1,0,0,0,0,0,9,6,1,0,1,1,4,1,0,29,4,3,1,0,17,13,2,133,1,2,53,1,19.25,2.96,1003.05,1,24.5,3.2,1266.15,7.14,1,38.75,2049.95,0,0,NA,0,NA,1,28.35,3.34,1500.1,7.31,1,0,0,0,1,0,1,0,1,1,21,1,1,1,0,0,1,1,0,0,0,0,0,high_spend_cust
6982-UGFDOW-TVK,3,1,57,March,15,1,0,16,0,62,8.7,0.22,-1.53,5.18,1.64,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,5,2,1,0,28.2,0,0,6,26,0,1,1,0,1,1,1,1,0,0,9,3,1,1,1,4,3,4,0,11,2,3,3,0,7,10,2,74.72,0,1,27,0,13.95,2.64,360.55,0,0,NA,0,NA,1,39.4,998.8,0,0,NA,0,NA,1,38.15,3.64,1019.45,6.93,1,1,1,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,1,0,0,1,0,medium_spend_cust
4901-HTMNYZ-I0V,5,1,34,May,14,1,0,3,0,25,24.4,1.85,0.61,4.25,1.45,0,3,1,11,1,3,1,0,1,0,0,0,0,0,1,3,3,2,1,1,11,0,0,8,30,1,0,1,1,0,1,0,1,0,0,9,6,1,0,1,4,2,2,0,17,2,3,2,0,16,8,7,131.64,1,3,63,0,14.65,2.68,917.95,1,26,3.26,1610.35,7.38,0,0,0,1,11.75,2.46,720,6.58,0,0,NA,0,NA,0,1,0,1,1,1,0,1,0,1,27,1,1,1,0,1,0,0,0,1,0,0,0,low_spend_cust
6954-YFASVE-VEN,1,0,41,January,9,2,0,1,0,21,5.1,0.34,-1.09,0.73,-0.31,0,1,0,-1,-1,1,13,1,1,0,0,0,0,11,0,1,3,4,1,0,15.4,0,0,1,21,1,0,0,0,0,0,0,0,0,0,9,7,1,1,0,5,3,4,0,6,2,2,4,0,8,14,3,38.41,1,1,17,0,3.05,1.12,51.55,0,0,NA,0,NA,0,0,0,1,6.25,1.83,80,4.38,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,1,19,0,1,0,0,0,0,0,0,0,0,1,0,medium_spend_cust
7667-XPSSNP-TPD,2,0,53,July,15,3,0,21,0,144,19.4,16.04,2.77,11.9,2.48,1,4,1,12,2,3,1,0,1,0,0,0,0,0,1,3,5,2,1,1,61.8,0,1,1,32,1,0,0,1,0,1,1,0,0,0,9,3,1,0,1,1,4,2,0,22,2,3,1,0,16,13,6,419.44,1,2,58,0,9.45,2.25,498.35,0,0,NA,0,NA,0,0,0,1,16.25,2.79,975,6.88,0,0,NA,0,NA,1,0,0,0,0,1,0,0,0,1,23,1,1,1,0,0,0,1,0,1,0,0,0,high_spend_cust
5148-ANRWKZ-IWQ,5,0,57,January,18,2,0,6,0,146,17.4,12.35,2.51,13.06,2.57,1,1,1,15,3,4,0,0,0,0,0,0,0,0,1,1,5,3,1,1,69.6,0,0,1,35,1,0,0,1,0,0,0,1,1,0,9,6,0,1,1,2,1,4,0,9,4,3,3,0,11,15,6,364.3,0,3,16,0,8.35,2.12,118.95,1,22.25,3.1,340.2,5.83,0,0,0,1,22.25,3.1,360,5.89,1,26.35,3.27,427.9,6.06,0,0,1,0,1,1,1,1,0,1,19,1,1,1,0,1,1,0,1,0,0,1,0,high_spend_cust
8593-THQWOR-7NI,5,1,29,November,22,1,0,0,0,46,10.1,1.74,0.55,2.91,1.07,1,1,0,-1,-1,2,2,2,0,0,0,0,0,0,0,2,3,2,1,0,18.5,0,1,1,27,1,0,0,0,0,1,0,1,0,0,9,5,1,0,1,4,3,4,0,7,1,3,2,0,6,10,4,107.93,0,3,18,1,5.2,1.65,69.4,0,0,NA,0,NA,1,31.25,570.35,1,15.25,2.72,285,5.65,0,0,NA,0,NA,1,0,0,2,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
3363-PGGDEU-K45,5,0,70,August,13,2,0,4,0,34,33.3,0.96,-0.04,10.36,2.34,0,3,1,12,2,4,2,0,2,0,0,0,0,0,0,1,5,2,0,0,12,1,1,8,26,1,0,0,0,0,0,0,1,0,0,1,5,0,1,0,4,2,3,0,39,1,4,2,0,30,11,6,198.79,0,2,72,0,52.8,3.97,3792,0,0,NA,0,NA,1,36.55,2707.45,1,54.25,3.99,3795,8.24,0,0,NA,0,NA,1,0,0,2,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,0,1,0,0,medium_spend_cust
8149-FKTYAV-L1R,2,1,68,January,10,5,0,23,0,87,5.3,0.89,-0.11,3.72,1.31,0,4,1,12,2,2,0,0,0,0,0,0,0,0,0,2,5,5,0,1,58.1,1,1,1,18,1,0,0,1,1,0,0,0,0,0,9,1,1,1,1,2,1,4,1,36,4,3,1,1,27,14,6,122.8,0,2,66,0,20.9,3.04,1352.9,1,35.75,3.58,2360.5,7.77,0,0,0,1,21.75,3.08,1410,7.25,0,0,NA,0,NA,1,0,0,0,1,1,1,1,0,1,17,1,1,1,1,0,0,0,0,1,0,1,0,medium_spend_cust
2485-JBVCGQ-2UR,2,0,61,September,15,2,0,5,1,12,14.9,1.04,0.03,0.75,-0.28,0,4,1,14,2,4,1,0,1,0,0,0,0,0,1,1,5,3,0,1,5.9,0,1,1,17,1,1,0,0,0,0,0,1,0,0,4,3,0,1,1,3,4,4,0,22,2,2,1,0,17,9,0,0,1,2,54,0,10.05,2.31,512.9,0,0,NA,0,NA,0,0,0,1,10,2.3,525,6.26,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,8,1,1,1,0,0,0,0,0,1,0,0,0,low_spend_cust
9552-FVXIDU-TR5,4,0,52,February,12,6,0,19,0,110,16.5,0.47,-0.75,17.68,2.87,0,2,1,12,2,2,11,1,1,0,2,0,0,7,1,1,5,4,1,0,50.9,0,0,1,29,1,0,1,1,0,1,0,0,0,1,9,7,1,0,1,4,1,1,0,34,3,4,1,0,29,5,5,125.2,0,2,69,0,27.6,3.32,1958.5,1,20.75,3.03,1406.65,7.25,0,0,0,1,35.5,3.57,2370,7.77,0,0,NA,0,NA,1,0,0,0,1,1,1,1,0,1,14,1,1,1,0,0,0,0,0,1,0,1,0,low_spend_cust
7066-WHSBBD-JBC,1,0,18,November,13,6,1,0,0,18,7.8,0.91,-0.09,0.49,-0.71,0,1,0,-1,-1,3,2,0,0,0,0,0,0,2,0,2,1,2,1,0,8.4,1,0,1,26,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,3,2,3,0,0,2,2,1,0,0,9,5,59.65,1,1,12,0,4.7,1.55,53.15,1,33.25,3.5,406.65,6.01,0,0,0,1,16.25,2.79,185,5.22,0,0,NA,0,NA,0,0,0,1,1,1,1,1,0,1,16,1,1,1,0,1,0,0,0,0,0,0,0,low_spend_cust
5367-WCWHDS-HP3,4,0,43,March,14,2,1,2,0,36,12,1.33,0.29,2.99,1.1,1,4,0,-1,-1,5,0,0,0,0,0,0,0,0,0,1,3,0,-1,-1,-1,-1,0,5,12,0,1,0,0,1,0,0,0,0,0,1,6,1,1,0,2,2,4,0,5,3,1,1,0,6,8,5,182.41,0,3,9,0,3.95,1.37,30.05,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,27,1,1,1,0,1,1,0,0,0,0,0,0,medium_spend_cust
3354-WCLEQU-U7X,2,1,32,December,21,3,0,3,0,64,7.6,0.81,-0.21,4.05,1.4,1,5,1,22,5,2,2,0,1,1,0,0,0,0,0,2,2,0,-1,-1,-1,-1,1,4,20,0,0,0,1,0,0,1,0,0,0,9,4,1,0,1,4,1,2,1,13,1,3,2,0,8,12,6,156.56,0,1,35,0,8.1,2.09,287.3,0,0,NA,0,NA,1,45.05,1486.85,1,9.75,2.28,280,5.63,1,30.35,3.41,1123.25,7.02,1,1,1,4,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
2704-IYQPPC-5RN,1,0,56,May,19,1,0,11,0,83,3.7,1.01,0.01,2.06,0.72,0,2,0,-1,-1,1,10,2,0,0,0,0,0,8,1,1,4,3,1,1,33.6,0,0,4,12,0,0,0,1,0,1,0,1,0,0,9,5,0,1,1,2,4,3,0,17,3,2,1,0,14,12,5,119.75,0,2,34,1,14.2,2.65,474.7,0,0,NA,0,NA,1,41.85,1487.6,1,35.5,3.57,1155,7.05,1,39.15,3.67,1372,7.22,1,1,1,4,1,0,1,0,1,1,21,1,1,1,0,1,1,1,1,1,0,1,0,medium_spend_cust
9245-NOXCBL-ILE,5,1,67,October,19,2,0,22,1,22,11,0.08,-2.5,2.34,0.85,0,4,0,-1,-1,1,11,2,1,0,0,0,0,8,1,1,5,1,1,0,9.5,0,1,7,30,0,1,0,0,0,0,1,1,0,0,9,3,1,0,0,4,2,4,0,32,3,1,4,0,21,14,7,152.42,1,2,64,0,16.5,2.8,1123.75,0,0,NA,0,NA,1,52.55,3355.75,1,19,2.94,1185,7.08,1,44.3,3.79,2687.55,7.9,1,1,1,4,0,0,1,1,1,1,28,1,1,1,1,1,1,1,1,1,0,0,0,medium_spend_cust
0340-TEOCNL-N0S,3,0,56,June,15,5,0,23,0,105,8.9,2.66,0.98,6.68,1.9,0,4,0,-1,-1,1,11,0,0,0,0,0,0,11,1,1,4,2,1,1,63.9,1,0,4,24,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,2,2,1,0,34,3,3,2,0,27,8,2,43.21,0,3,70,0,26.25,3.27,1808.55,1,28.25,3.34,1934.85,7.57,0,0,0,1,17.25,2.85,1230,7.11,1,43.85,3.78,2917.9,7.98,1,1,0,0,1,1,1,1,0,1,11,1,1,1,1,1,1,0,0,1,0,0,0,low_spend_cust
7048-CWAFDI-L68,1,0,54,July,14,1,0,8,0,62,7.3,2.65,0.97,1.88,0.63,1,4,0,-1,-1,1,5,0,0,0,0,0,5,0,0,2,2,2,1,1,28.6,0,0,1,19,1,0,0,0,0,0,0,0,0,0,9,6,1,1,1,4,3,2,1,2,2,4,3,1,1,9,2,94.62,1,2,8,0,4.3,1.46,24.05,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,13,1,1,1,1,1,0,0,0,0,0,0,0,medium_spend_cust
6246-RCBEYK-ZRG,1,1,30,July,14,2,0,1,0,30,7.6,0.8,-0.23,1.48,0.39,1,3,0,-1,-1,1,2,1,1,0,0,0,0,0,1,1,2,3,0,0,15.8,1,1,1,26,1,0,0,1,0,0,0,0,0,0,9,4,1,0,1,3,2,1,0,7,2,1,1,0,4,1,0,0,1,1,13,1,4.55,1.52,54.65,1,15,2.71,212.1,5.36,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,1,1,0,1,0,1,23,1,1,0,0,0,0,0,0,0,0,0,0,low_spend_cust
0118-ZOCCEU-UHA,3,0,47,November,15,2,0,7,0,73,9.4,2.47,0.9,4.39,1.48,0,5,1,11,1,6,1,1,0,0,0,0,0,0,1,1,4,1,1,0,40.2,0,0,7,24,0,0,0,1,1,0,1,1,0,0,9,5,0,0,1,4,1,3,0,22,1,3,3,0,14,14,4,111.03,1,2,48,0,7.8,2.05,386.4,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,1,25,1,1,1,0,0,1,0,0,1,0,1,0,medium_spend_cust
0533-AQBHDH-OK1,2,0,28,April,11,2,0,0,0,23,5,0.21,-1.58,0.94,-0.06,0,2,0,-1,-1,3,2,2,0,0,0,0,0,0,0,2,3,0,-1,-1,-1,-1,0,3,20,0,0,1,0,0,0,0,0,0,0,9,5,0,0,0,2,4,4,1,4,3,1,1,0,4,14,1,23.38,0,1,17,0,6.8,1.92,130.95,1,28,3.33,479.6,6.17,0,0,0,1,9,2.2,155,5.04,0,0,NA,0,NA,0,0,0,0,0,0,1,1,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
4859-BROKIE-LZS,1,0,18,October,12,1,0,0,0,24,17.1,2.68,0.99,1.42,0.35,1,1,0,-1,-1,1,4,1,2,1,0,0,0,0,0,2,1,4,1,0,8.7,0,0,1,23,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,1,4,3,0,0,3,3,2,1,0,11,5,132.83,1,1,2,0,6.6,1.89,16.4,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,1,0,1,0,0,1,1,0,1,15,1,1,1,0,1,1,0,0,0,1,0,0,medium_spend_cust
9584-USPNVB-8ET,1,0,67,May,11,1,0,22,0,126,24.4,9.22,2.22,21.52,3.07,0,4,1,6,1,2,0,0,0,0,0,0,0,0,1,1,5,3,1,0,74.9,0,1,1,21,1,0,1,1,0,0,0,0,0,0,9,4,0,0,1,3,3,2,0,39,2,1,2,0,29,5,4,198.9,0,2,72,0,19.7,2.98,1399.7,1,21.25,3.06,1499.55,7.31,0,0,0,1,39.25,3.67,2765,7.92,0,0,NA,0,NA,1,1,0,1,1,1,1,1,0,1,15,1,1,1,0,1,1,0,0,1,0,0,0,low_spend_cust
7363-AHQMKJ-F8M,4,1,76,December,18,3,0,19,0,27,15.8,1.1,0.1,3.16,1.15,0,5,0,-1,-1,1,6,1,0,0,0,0,0,5,0,2,5,3,0,0,14.2,0,1,1,17,1,0,0,1,1,0,0,1,0,0,9,3,0,1,1,4,4,1,0,20,1,4,3,0,15,9,6,197.85,0,2,45,0,13.75,2.62,622.3,1,26.25,3.27,1217.15,7.1,1,33.2,1537.2,1,13.5,2.6,635,6.45,0,0,NA,0,NA,1,0,0,0,0,1,0,1,0,1,24,1,1,1,0,0,1,1,0,1,0,0,0,medium_spend_cust
5636-UJZIJB-AU6,1,0,36,May,16,2,0,3,0,38,15.4,1.63,0.49,4.23,1.44,1,5,1,14,2,2,0,0,0,0,0,0,0,0,0,2,3,4,0,1,25,1,0,1,24,1,0,0,0,0,0,0,0,0,0,9,2,1,1,0,4,1,1,0,2,2,3,4,0,2,13,2,57.76,1,3,4,1,6.45,1.86,36.6,1,20,3,84.25,4.43,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,1,0,0,1,24,1,1,1,0,1,0,0,0,0,0,0,0,medium_spend_cust
7561-IZQWWU-V05,3,0,35,September,14,2,0,2,0,33,10,2.33,0.85,0.97,-0.03,1,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,2,3,1,1,0,17.9,1,1,6,31,0,0,0,0,1,1,0,0,0,1,9,5,0,1,0,2,1,4,0,4,3,2,1,0,3,8,11,265.58,1,1,5,1,4.7,1.55,43.15,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,1,1,0,0,0,1,16,0,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
8864-PBWBSD-69M,1,1,39,September,11,1,0,4,0,31,1,0.11,-2.24,0.2,-1.59,0,4,0,-1,-1,1,2,0,0,0,0,2,0,0,0,2,3,0,-1,-1,-1,-1,0,4,17,0,0,0,1,0,0,0,0,0,0,9,6,0,0,0,1,1,1,0,21,3,2,4,0,21,7,4,140.29,1,1,55,0,11.55,2.45,600.7,1,39.75,3.68,2276.7,7.73,1,47.4,2587.5,1,16,2.77,875,6.77,0,0,NA,0,NA,1,0,1,3,0,1,1,1,1,1,25,1,1,1,1,1,1,1,1,1,0,0,0,medium_spend_cust
8662-KFTSLI-UZC,5,1,78,August,21,6,0,38,1,49,19.4,4.46,1.49,5.05,1.62,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,5,1,1,1,20.7,1,0,8,26,0,0,0,0,1,0,0,1,0,0,9,3,0,0,1,3,3,1,0,40,2,3,1,0,30,6,8,323.22,0,2,72,0,50.3,3.92,3679,1,49.75,3.91,3683.15,8.21,1,58.6,4244.35,1,24,3.18,1705,7.44,1,70.75,4.26,4958.55,8.51,1,1,1,4,0,0,0,0,1,1,21,1,1,1,1,1,0,1,1,1,0,0,0,medium_spend_cust
5134-OOKFBJ-C7O,4,0,47,September,18,1,0,14,0,153,10.3,5.11,1.63,10.65,2.37,0,4,1,13,2,2,9,0,0,0,0,0,0,9,1,1,4,2,1,1,75.6,0,1,1,19,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,4,2,3,0,28,3,2,2,0,16,12,9,589.68,0,3,50,0,18.4,2.91,846.55,1,26.25,3.27,1255.5,7.14,0,0,0,1,17.75,2.88,785,6.67,1,35.4,3.57,1950.5,7.58,1,0,1,1,1,1,0,1,0,1,17,1,1,1,1,1,0,1,0,0,0,0,0,medium_spend_cust
9381-NJFFUU-00K,1,0,73,May,21,6,1,19,0,126,3,0.98,-0.02,2.8,1.03,0,2,1,16,3,2,8,0,0,0,0,0,0,8,0,2,5,3,1,0,71,1,0,1,12,1,1,0,0,1,0,0,0,0,0,1,4,0,0,1,4,2,2,1,34,3,3,3,0,28,11,5,146.21,0,2,69,0,23.55,3.16,1684.95,1,29.75,3.39,2056.2,7.63,1,44,2930.3,1,24.5,3.2,1640,7.4,1,56.85,4.04,3863.55,8.26,1,1,1,4,0,1,1,1,0,1,22,1,1,1,1,1,0,0,1,1,0,0,0,medium_spend_cust
2471-TNJMEJ-2MB,5,0,19,July,14,5,0,0,0,33,7.5,0.31,-1.18,2.17,0.77,1,1,0,-1,-1,5,0,0,0,0,0,0,0,0,0,1,1,5,1,1,13.6,1,0,1,30,1,0,0,1,0,0,1,1,0,0,1,6,1,1,1,4,4,2,0,1,3,1,3,0,1,5,3,46.11,1,1,15,1,7.2,1.97,99.85,1,26.5,3.28,398.5,5.99,0,0,0,1,12.25,2.51,195,5.27,1,23.8,3.17,336.35,5.82,0,1,0,0,1,1,0,1,1,1,16,1,1,1,0,1,1,1,0,0,0,0,0,low_spend_cust
