"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"4331",18,13,0,0,19,6,0.46,-0.77,0.68,-0.39,0,2,0,-1,-1,1,9,2,0,0,0,0,0,7,0,1,0,1,2,21,0,1,1,0,0,0,0,1,0,0,9,4,0,0,0,1,4,1,0,0,0,0,15,8,294.12,1,11,0,2.75,1.01,28.7,1,12,2.48,128.9,4.86,0,0,0,0,0,1.98,0,4.83,0,0,2.82,0,5.35,0,0,0,0,0,1,1,0,1,26,1,0,1,0,0,0,0,0,1,0,0,1,"4","0","May","1","0","2","1","1","8.8","0","3","3","1","1","0","medium_spend_cust"
"4336",28,15,0,0,22,7.8,0.74,-0.3,0.98,-0.02,0,2,1,15,3,4,1,0,1,0,0,0,0,0,0,2,1,0,1,19,1,1,1,0,1,0,0,1,0,1,1,4,0,0,0,3,2,4,0,5,0,7,8,5,112.4,0,16,1,5.15,1.64,79.65,1,13.5,2.6,203.25,5.31,0,0,0,0,0,2.33,0,4.87,0,0,2.72,0,5.04,0,0,0,1,1,1,1,0,1,28,1,1,1,0,0,0,0,0,0,1,0,0,"1","1","November","2","0","4","2","1","11.7","1","1","1","3","1","0","low_spend_cust"
"4344",48,13,1,4,56,6.6,0.11,-2.2,3.59,1.28,0,3,0,-1,-1,1,7,1,0,0,0,0,0,6,1,1,1,1,5,30,1,0,0,0,1,0,0,1,0,1,9,2,0,0,0,4,3,2,0,30,0,20,5,2,39.08,0,64,0,34.75,3.55,2276.5,1,23.5,3.16,1501.15,7.31,0,0,0,1,17,2.83,1100,7,1,22.75,3.12,1398.35,7.24,1,0,0,1,0,0,1,1,1,23,1,1,1,0,1,1,0,0,0,0,0,0,"3","1","February","2","0","1","3","0","29.9","0","1","1","2","2","1","low_spend_cust"
"4345",43,12,0,11,37,12.3,0.26,-1.33,4.29,1.46,0,5,1,13,2,2,0,0,0,0,0,0,0,0,0,1,1,1,10,28,0,0,1,0,0,0,0,0,0,1,9,3,0,0,0,3,3,3,1,5,1,3,8,0,0,1,12,0,2.85,1.05,36.05,0,0,2.46,0,5.07,0,0,0,0,0,2.17,0,4.5,0,0,2.54,0,5.13,0,0,0,0,0,0,0,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0,"2","1","July","3","0","1","4","1","13.6","1","5","3","3","1","3","low_spend_cust"
"4346",47,18,1,18,144,2.8,1.69,0.52,2.34,0.85,0,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,1,1,0,8,22,0,1,1,1,0,0,0,1,0,0,9,4,0,1,0,4,4,2,1,5,0,3,8,7,240.27,0,9,0,4.25,1.45,38.25,0,0,2.44,0,5.55,1,27.35,260.1,0,0,1.5,0,4.65,0,0,2.54,0,5.61,0,0,0,0,0,1,0,0,1,18,1,1,1,0,1,1,0,0,0,0,0,0,"3","1","May","5","0","3","3","1","82.3","0","2","2","2","2","1","low_spend_cust"
"4347",32,15,1,1,39,16.6,2.93,1.08,3.54,1.26,0,4,1,14,2,5,1,1,0,0,0,0,0,0,1,0,-1,1,4,17,0,0,0,1,0,0,0,0,0,0,9,5,0,1,1,3,1,2,0,14,0,14,14,7,560.16,1,56,0,10.05,2.31,600.2,1,17.5,2.86,985.5,6.89,1,34.15,1936.9,1,14.25,2.66,830,6.72,1,33.1,3.5,1780.7,7.48,1,1,0,0,1,1,1,1,1,19,1,1,1,0,1,1,1,1,0,0,0,0,"1","1","January","1","0","1","2","-1","-1","-1","1","2","2","1","3","high_spend_cust"
"4353",52,13,0,20,248,8.9,5.28,1.66,16.8,2.82,0,5,1,12,2,4,2,0,2,0,0,0,0,0,1,3,1,0,1,22,1,0,0,0,1,0,0,1,0,0,9,6,1,0,0,4,1,3,0,34,0,30,11,5,116.54,1,72,0,80.6,4.39,5683.05,1,26.5,3.28,1896.8,7.55,0,0,0,1,21.75,3.08,1575,7.36,0,0,3.08,0,7.32,1,0,0,1,1,1,1,0,1,12,1,1,1,0,0,0,0,0,1,0,0,0,"4","1","June","1","0","3","4","1","83.3","1","3","3","2","1","0","medium_spend_cust"
"4354",73,15,1,3,33,6.2,0.39,-0.94,1.66,0.5,0,1,1,12,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,16,1,0,0,1,1,0,0,0,0,0,2,3,0,1,0,1,4,3,0,39,0,30,13,5,194.61,0,72,0,29.6,3.39,2088.7,1,49,3.89,3438.45,8.14,0,0,0,1,23.5,3.16,1640,7.4,0,0,2.95,0,7.18,1,0,0,1,1,0,1,0,1,20,1,1,1,0,0,0,0,0,1,0,1,0,"1","0","September","2","0","1","5","0","17.5","0","2","1","2","2","0","medium_spend_cust"
"4360",20,13,1,0,18,10.4,0.47,-0.76,1.41,0.34,1,1,0,-1,-1,5,2,0,2,0,0,0,0,0,0,2,1,0,1,32,1,0,0,0,0,0,0,1,1,0,9,4,0,0,0,1,1,1,1,2,0,2,10,8,139.54,1,16,0,4.9,1.59,78.95,1,27,3.3,436.6,6.08,0,0,0,1,42.75,3.76,615,6.42,1,34.3,3.54,502.85,6.22,0,1,1,1,1,1,1,0,1,15,1,0,1,1,1,1,0,0,0,1,0,0,"5","0","March","1","0","2","1","1","7","0","3","2","4","3","0","medium_spend_cust"
"4361",39,15,0,5,35,4.8,0.81,-0.21,0.87,-0.14,0,4,1,17,4,4,2,0,2,0,0,0,0,0,1,1,1,0,3,27,0,0,1,1,0,0,1,1,0,0,9,4,0,0,0,1,2,3,0,21,0,13,6,5,301.2,1,45,0,9.25,2.22,447.5,0,0,2.25,0,6.18,0,0,0,1,15.75,2.76,675,6.51,0,0,2.69,0,6.61,1,0,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,1,0,0,0,"4","1","November","1","0","1","2","1","18.6","0","2","2","1","3","1","medium_spend_cust"
"4367",62,19,0,5,112,1.6,0.53,-0.63,1.26,0.23,0,5,1,19,4,2,4,0,4,0,0,0,0,0,1,3,1,0,1,31,1,0,0,0,0,0,0,1,0,0,3,5,0,1,1,4,3,2,0,13,0,9,8,5,143.9,1,32,0,4.3,1.46,148.85,0,0,2.44,0,5.82,0,0,0,1,37.25,3.62,1150,7.05,0,0,2.64,0,5.92,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","August","1","0","1","4","1","44.4","1","3","1","1","2","0","medium_spend_cust"
"4373",35,15,0,6,51,5.4,1.69,0.52,1.07,0.07,0,2,1,11,1,3,1,0,1,0,0,0,0,0,0,2,1,0,1,20,1,0,0,0,0,0,0,0,0,1,9,3,1,1,1,3,4,3,0,14,0,10,10,5,216.68,1,37,0,8.7,2.16,317.65,1,44.75,3.8,1636.15,7.4,1,33.4,1245.95,1,17.25,2.85,625,6.44,1,27.3,3.31,937.35,6.84,0,1,1,1,1,1,1,0,1,19,1,1,1,0,1,0,1,1,1,0,0,0,"2","0","May","1","0","1","2","1","21.6","1","2","2","4","1","1","medium_spend_cust"
"4375",71,16,0,32,11,2.9,0.18,-1.73,0.14,-1.95,0,3,0,-1,-1,1,5,0,0,0,0,0,0,5,1,4,1,1,1,20,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,4,4,3,0,9,0,8,8,6,132.92,0,26,0,6.8,1.92,163.7,1,28,3.33,701.45,6.55,0,0,0,1,14,2.64,365,5.9,0,0,2.82,0,6.07,0,1,1,1,1,1,1,0,1,18,0,0,0,0,0,0,0,1,0,0,0,0,"1","0","August","4","1","1","2","1","6.3","0","1","4","3","2","0","medium_spend_cust"
"4379",46,12,0,8,37,2.5,0.21,-1.56,0.72,-0.34,0,2,1,15,3,2,3,2,1,0,0,0,0,0,0,2,1,1,1,30,1,0,0,0,0,0,0,1,0,0,9,1,1,0,1,2,3,4,0,28,0,23,7,3,87.91,0,63,1,21.05,3.05,1288.15,0,0,2.25,0,6.26,1,24.3,1495.6,1,12.5,2.53,730,6.59,0,0,3.18,0,7.28,1,0,0,0,0,0,0,1,1,23,1,1,1,0,1,1,0,0,1,0,0,0,"5","0","June","1","0","3","4","1","19.7","0","4","2","3","3","1","low_spend_cust"
"4381",64,12,0,25,129,12.3,5.38,1.68,10.49,2.35,0,3,1,13,2,2,8,1,0,0,0,1,0,6,1,0,-1,0,3,18,0,0,1,0,0,0,0,0,0,0,9,5,1,0,1,4,2,4,0,28,1,21,10,4,97.81,0,59,0,17.6,2.87,1113.55,0,0,2.46,0,6.54,1,30.6,1695.7,1,33.25,3.5,2005,7.6,0,0,2.88,0,7.04,1,1,0,1,0,0,1,0,1,19,1,1,1,0,0,0,0,0,1,1,0,0,"2","0","June","3","0","1","5","-1","-1","-1","2","2","4","3","0","medium_spend_cust"
"4385",78,18,0,13,9,9.8,0.29,-1.22,0.59,-0.53,0,5,1,17,4,2,0,0,0,0,0,0,0,0,1,3,1,0,1,28,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,3,2,4,0,33,1,25,9,7,218.74,1,66,0,23.1,3.14,1460.2,1,21.75,3.08,1454.9,7.28,1,47.1,3025.3,1,8.5,2.14,615,6.42,1,44.95,3.81,2931.1,7.98,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"1","1","October","6","1","3","5","1","4","1","5","3","2","2","1","medium_spend_cust"
"4387",21,16,0,0,15,3.6,0.17,-1.76,0.37,-1,1,1,1,21,5,6,0,0,0,0,0,0,0,0,0,0,-1,1,8,27,0,0,1,0,0,0,0,1,1,0,2,6,1,0,1,2,1,2,0,3,1,3,9,8,283.65,1,9,1,7.75,2.05,69.15,1,28.25,3.34,234.8,5.46,1,59.6,548.75,1,46,3.83,400,5.99,1,34.75,3.55,211.6,5.35,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,0,0,0,1,"4","1","October","1","0","3","1","-1","-1","-1","3","2","4","1","4","medium_spend_cust"
"4392",58,22,0,2,35,4.4,1.01,0.01,0.53,-0.64,0,1,1,20,5,3,2,0,2,0,0,0,0,0,0,3,1,0,1,19,1,0,0,1,0,0,0,0,1,0,9,4,0,0,0,3,2,3,1,6,0,3,7,9,209.17,0,6,0,5.35,1.68,39.35,1,36.75,3.6,230.85,5.44,1,31.5,174.05,0,0,1.45,0,3.19,1,26.2,3.27,151.4,5.02,1,0,1,0,0,0,1,1,1,14,1,1,1,0,1,1,1,1,0,0,0,0,"2","0","May","2","0","2","4","0","17.6","0","4","1","2","2","4","medium_spend_cust"
"4395",69,12,0,27,87,16.5,7.41,2,6.95,1.94,0,4,1,12,2,2,1,1,0,0,0,0,0,0,0,2,0,0,1,23,1,0,0,0,0,0,0,0,0,0,9,6,1,1,1,3,4,2,1,37,0,28,3,3,265.94,0,68,0,22.6,3.12,1497.7,1,23.75,3.17,1658.25,7.41,0,0,0,1,26.75,3.29,1785,7.49,0,0,3.01,0,7.29,1,0,0,0,1,1,1,0,1,23,1,1,1,1,0,0,1,0,1,0,0,0,"1","0","May","6","1","2","4","1","34.8","0","1","4","2","2","0","medium_spend_cust"
"4396",52,20,0,16,137,8.6,1.08,0.08,10.7,2.37,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,21,0,0,0,0,0,0,0,1,0,0,9,3,0,0,1,3,2,3,0,13,1,9,14,9,200.68,1,33,0,13.8,2.62,489.6,1,23.5,3.16,734.05,6.6,0,0,0,1,5.25,1.66,150,5.01,1,20.7,3.03,627.1,6.44,0,1,0,1,1,1,1,1,1,17,1,1,1,1,0,0,0,0,1,0,0,0,"1","1","May","5","0","3","5","0","66.2","0","1","2","3","3","0","medium_spend_cust"
"4400",77,17,0,38,14,10.3,0.16,-1.86,1.29,0.25,0,3,0,-1,-1,1,1,0,1,0,0,0,0,0,1,0,-1,0,7,26,0,0,1,1,0,1,1,0,1,0,9,6,0,0,0,2,4,3,0,10,1,10,7,6,168.09,0,30,1,10.6,2.36,252.6,1,33.5,3.51,938.9,6.84,1,36.95,1057.35,1,34.25,3.53,980,6.89,1,30.95,3.43,937.1,6.84,0,1,0,1,1,1,1,1,1,17,1,0,1,0,1,0,0,0,0,0,0,0,"5","0","July","6","1","2","5","-1","-1","-1","3","1","4","3","0","low_spend_cust"
"4406",37,14,0,10,85,11.5,7.83,2.06,1.95,0.67,1,2,1,10,1,4,6,0,0,3,0,3,0,0,1,3,1,0,1,20,1,0,0,0,0,0,1,1,0,0,9,7,1,1,1,2,1,3,0,2,0,2,14,5,142.22,0,3,1,4.05,1.4,6.4,0,0,2.56,0,4.11,0,0,0,1,22.5,3.11,55,4.01,0,0,2.54,0,3.8,0,0,0,0,0,0,1,0,1,28,1,1,1,0,1,1,1,0,0,1,0,0,"4","0","October","6","0","2","4","1","43.7","0","4","3","4","2","3","medium_spend_cust"
"4424",45,18,1,5,92,5.6,3.06,1.12,2.09,0.74,1,2,0,-1,-1,1,7,1,0,0,0,0,0,6,0,2,1,0,1,27,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,4,2,0,9,0,7,6,1,57.11,1,15,1,1.8,0.59,31.3,1,19.25,2.96,267.4,5.59,0,0,0,1,11,2.4,105,4.65,0,0,2.82,0,5.21,0,1,0,1,1,1,1,0,1,18,1,1,1,0,1,1,1,0,0,0,0,1,"3","0","July","1","0","2","4","1","40.3","1","3","1","4","2","1","medium_spend_cust"
"4426",34,12,0,8,43,16.6,4.8,1.57,2.33,0.85,0,3,0,-1,-1,3,0,0,0,0,0,0,0,0,0,3,1,0,1,17,1,0,1,0,0,0,1,1,0,0,2,3,0,0,0,3,4,4,0,5,0,4,20,4,132.24,1,9,0,3.4,1.22,26.7,0,0,2.17,0,2.77,0,0,0,0,0,2.01,0,2.35,0,0,2.72,0,3.04,0,0,0,0,0,0,0,0,1,15,1,0,1,0,1,1,0,0,1,0,1,0,"1","1","February","1","0","2","3","0","18.7","0","2","4","4","1","0","medium_spend_cust"
"4427",31,13,0,7,37,1.2,0.07,-2.6,0.37,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,8,21,1,0,0,1,0,0,0,1,0,1,9,3,0,1,1,2,4,2,0,13,0,13,7,3,113.68,1,63,0,15.95,2.77,1053.1,1,21.5,3.07,1278.45,7.15,1,43.4,2797.05,1,23.75,3.17,1520,7.33,0,0,2.98,0,7.06,1,1,1,1,1,1,0,1,1,18,1,1,1,0,1,0,1,0,0,0,0,0,"4","0","July","6","0","1","3","1","19.7","1","4","4","2","1","1","low_spend_cust"
"4428",36,16,0,2,43,8.2,1.81,0.59,1.72,0.54,1,3,1,11,1,4,8,2,0,0,0,0,0,6,1,2,1,0,3,28,1,0,1,0,0,0,0,0,0,0,9,2,0,0,0,1,4,3,0,11,0,7,14,6,158.89,1,29,1,10.9,2.39,320.3,0,0,2.2,0,5.4,1,24.7,723.2,0,0,1.66,0,4.94,0,0,2.68,0,5.93,0,0,0,0,0,0,0,0,1,22,1,1,1,0,1,0,0,0,0,0,0,0,"4","1","September","2","0","3","3","1","23","1","2","1","2","2","4","medium_spend_cust"
"4429",55,16,0,7,49,8.2,0.94,-0.06,3.07,1.12,0,2,0,-1,-1,1,8,0,3,0,0,0,0,5,1,0,-1,0,4,27,0,0,0,1,0,0,0,1,0,1,9,4,0,0,0,3,2,2,0,12,0,14,9,12,407.37,0,49,0,14.15,2.65,683.7,0,0,2.4,0,6.29,0,0,0,1,35.5,3.57,1820,7.51,0,0,2.82,0,6.89,1,0,0,1,0,0,1,0,1,17,1,1,1,0,0,1,0,0,1,0,1,1,"3","1","May","2","0","1","4","-1","-1","-1","2","2","4","2","0","medium_spend_cust"
"4436",68,7,0,7,31,2.1,0.22,-1.51,0.43,-0.84,0,4,0,-1,-1,1,4,0,0,4,0,0,0,0,1,1,0,0,1,25,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,2,3,2,0,16,1,11,8,5,101.81,0,20,0,9.45,2.25,130.4,0,0,2.25,0,5.21,0,0,0,1,14.25,2.66,285,5.65,0,0,2.82,0,5.73,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,"4","1","November","2","0","3","4","0","13.6","0","3","2","3","2","0","low_spend_cust"
"4438",55,11,0,20,11,5.4,0.24,-1.42,0.35,-1.04,0,3,0,-1,-1,3,0,0,0,0,0,0,0,0,0,4,1,0,1,31,1,0,1,0,0,0,0,1,0,0,9,2,1,0,1,4,2,4,1,27,0,26,12,4,82.24,0,68,0,13.75,2.62,933.55,1,32,3.47,2263.85,7.72,0,0,0,1,21.25,3.06,1530,7.33,0,0,2.84,0,7.32,1,0,0,1,1,1,0,0,1,20,0,1,1,0,0,0,0,0,1,0,0,0,"2","1","April","6","1","2","2","1","5.2","0","1","2","3","3","0","medium_spend_cust"
"4440",28,16,0,1,26,4.1,0.23,-1.45,0.83,-0.18,0,5,0,-1,-1,4,6,0,4,2,0,0,0,0,0,1,0,0,4,21,0,0,1,1,0,0,0,1,0,0,9,4,1,0,0,3,4,2,0,10,0,10,8,0,0,0,44,0,7.4,2,324.6,0,0,2.25,0,6.12,1,28.4,1198.1,1,14,2.64,585,6.37,0,0,2.72,0,6.45,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,0,1,0,1,0,1,0,"5","1","January","2","0","2","3","0","14","1","4","3","3","1","4","low_spend_cust"
"4456",35,14,0,7,34,5.6,0.47,-0.76,1.44,0.36,0,3,1,13,2,4,5,3,0,0,2,0,0,0,1,3,1,0,1,15,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,3,3,1,0,17,0,17,13,7,127.19,0,59,0,16.75,2.82,974,1,50.25,3.92,3055.25,8.02,0,0,0,1,16.25,2.79,940,6.85,0,0,2.82,0,6.87,0,1,0,1,1,1,1,0,1,27,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","December","5","0","1","3","0","22.3","0","2","2","2","3","0","medium_spend_cust"
"4458",26,12,0,2,18,9.5,0.89,-0.11,0.82,-0.2,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,0,4,24,0,0,1,1,1,0,0,0,0,0,9,5,0,0,0,2,3,4,0,8,1,8,9,3,50.41,1,51,0,10.45,2.35,562.5,0,0,2.48,0,6.23,1,32.8,1641,1,24,3.18,1200,7.09,0,0,2.89,0,6.74,1,0,1,1,0,0,0,1,1,12,1,1,1,1,1,1,1,0,1,1,0,0,"1","0","January","1","0","1","1","0","8.5","1","4","2","1","1","1","low_spend_cust"
"4468",48,17,0,7,46,13.4,2.56,0.94,3.6,1.28,0,1,1,11,1,3,6,0,0,0,0,0,0,6,1,2,1,0,1,31,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,4,4,0,25,1,18,12,5,253.34,1,45,0,11.55,2.45,517.45,0,0,2.42,0,5.99,1,26.55,1166.95,0,0,2.08,0,5.5,0,0,2.68,0,6.29,1,0,0,0,0,0,1,0,1,22,1,1,1,0,1,1,1,0,1,0,0,0,"4","1","June","1","0","1","3","0","23.9","1","3","3","4","1","0","medium_spend_cust"
"4473",79,11,0,13,27,10.9,0.11,-2.22,2.83,1.04,0,1,1,11,1,2,0,0,0,0,0,0,0,0,1,1,1,1,8,22,0,0,0,0,1,1,0,1,0,0,2,5,0,1,1,4,2,4,0,38,0,27,14,4,102.29,0,69,0,18.95,2.94,1293.15,1,26.75,3.29,1783.3,7.49,0,0,0,1,11.75,2.46,825,6.72,0,0,2.69,0,7.08,1,0,0,0,0,0,0,0,1,23,1,1,1,0,1,1,0,0,1,0,0,0,"5","1","September","1","1","1","5","0","11.4","0","3","3","2","2","4","medium_spend_cust"
"4484",29,22,0,0,31,2.8,0.11,-2.24,0.76,-0.27,1,1,1,18,4,4,10,1,0,0,0,0,0,9,1,2,1,0,1,24,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,2,4,0,9,0,4,13,2,36.61,1,13,1,14.9,2.7,210.6,1,18.5,2.92,253.7,5.54,1,41.4,498.95,1,26.75,3.29,275,5.62,1,34.3,3.54,420.15,6.04,0,1,1,1,1,1,1,0,1,24,1,1,1,0,1,1,1,1,0,1,0,0,"2","1","April","2","0","3","2","1","14","0","1","3","3","1","3","low_spend_cust"
"4489",64,19,0,11,9,14.6,0.22,-1.52,1.1,0.09,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,8,31,0,0,0,1,0,0,1,1,1,1,9,6,1,1,0,4,3,3,0,30,0,19,7,5,70.72,1,58,0,19.25,2.96,1191.2,0,0,2.48,0,6.54,1,34.8,2040.65,1,5.75,1.75,325,5.78,0,0,2.94,0,6.98,1,0,0,0,0,0,0,1,1,19,0,0,1,0,0,0,1,0,1,0,0,0,"5","1","May","2","1","4","5","-1","-1","-1","1","3","4","3","0","low_spend_cust"
"4492",77,10,0,29,131,7.2,3.38,1.22,6.06,1.8,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,33,1,0,0,1,0,0,0,1,0,0,9,4,0,0,0,4,2,2,0,38,0,29,8,7,202.99,0,72,0,50.7,3.93,3787.25,1,52.5,3.96,3740.25,8.23,0,0,0,1,35.25,3.56,2475,7.81,0,0,3.07,0,7.47,1,0,0,0,1,0,1,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,"4","1","May","3","0","1","5","1","65.6","0","2","1","3","2","0","medium_spend_cust"
"4493",56,20,0,24,296,12.2,7.66,2.04,28.46,3.35,0,4,0,-1,-1,3,6,0,0,0,0,0,0,6,1,0,-1,0,2,14,0,1,0,0,0,0,0,0,0,0,9,6,1,0,0,1,1,2,1,24,0,15,10,7,472.43,0,46,0,17.45,2.86,750.65,1,27.75,3.32,1345.7,7.2,0,0,0,1,6.5,1.87,295,5.69,0,0,2.82,0,6.57,1,0,0,1,0,0,0,0,1,23,1,1,1,0,1,1,0,1,1,1,0,0,"2","1","April","5","0","2","5","-1","-1","-1","4","3","1","3","3","medium_spend_cust"
"4496",27,21,0,0,53,2.6,0.83,-0.19,0.55,-0.6,1,1,1,18,4,4,15,0,0,0,0,0,0,15,1,2,1,1,1,19,1,0,0,0,0,1,0,0,0,1,9,4,0,1,0,4,3,1,0,5,0,4,6,0,0,1,4,1,4.35,1.47,22.35,1,13.75,2.62,57.85,4.06,1,39.95,113.55,0,0,2.11,0,3.22,1,45.05,3.81,123.25,4.81,0,1,0,1,1,1,0,0,1,23,1,1,1,0,1,1,1,0,0,0,0,0,"2","0","September","3","0","3","2","0","32.3","0","2","2","4","2","1","low_spend_cust"
"4497",35,12,0,5,21,23.6,1.89,0.64,3.06,1.12,0,1,1,12,2,4,0,0,0,0,0,0,0,0,0,1,1,1,10,31,0,0,0,0,0,0,0,0,0,1,9,6,1,1,1,5,3,1,1,17,0,17,9,2,18.53,0,66,0,19.45,2.97,1202.95,1,54.5,4,3445.85,8.14,0,0,0,1,17,2.83,1140,7.04,1,35.85,3.58,2408.4,7.79,0,1,1,1,1,1,1,0,1,20,1,1,1,0,0,0,1,1,1,0,0,0,"2","1","February","2","0","1","2","0","8.5","1","2","4","4","1","0","low_spend_cust"
"4504",34,16,1,9,53,23.9,4.57,1.52,8.09,2.09,0,5,1,18,4,3,0,0,0,0,0,0,0,0,1,3,1,1,1,21,1,0,0,1,0,0,1,0,0,0,9,4,0,0,1,3,2,4,0,15,0,14,14,2,46.66,1,27,0,11.25,2.42,317.65,1,45,3.81,1168.3,7.06,1,48.5,1318.55,1,41.25,3.72,1155,7.05,1,47.75,3.87,1203.2,7.09,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,"5","1","January","5","0","1","3","1","30.8","0","2","2","2","3","4","medium_spend_cust"
"4508",20,12,0,1,15,5.9,0.15,-1.87,0.73,-0.31,0,2,1,13,2,5,1,0,1,0,0,0,0,0,1,1,0,1,5,31,0,0,1,0,1,0,0,0,0,0,9,4,1,0,0,1,2,3,0,2,0,3,10,1,18.27,1,11,0,4.1,1.41,54.55,1,19.5,2.97,238.5,5.47,0,0,0,1,25.5,3.24,235,5.46,0,0,2.72,0,5.29,0,0,0,1,1,1,1,0,1,22,0,1,1,0,0,0,0,0,0,0,1,0,"1","0","May","4","0","3","1","1","5.6","0","4","3","3","1","0","low_spend_cust"
"4516",23,10,0,2,33,3.4,0.42,-0.86,0.7,-0.36,1,1,1,10,1,5,1,0,1,0,0,0,0,0,0,1,1,1,8,21,0,0,0,1,0,0,1,1,0,0,9,7,1,1,1,5,1,1,0,5,0,5,12,5,195.66,0,36,0,8.65,2.16,279.85,0,0,2.44,0,6.4,0,0,0,0,0,1.66,0,5.63,0,0,2.68,0,6.75,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,"5","1","September","3","0","2","1","0","11.1","1","3","1","4","1","0","medium_spend_cust"
"4532",63,18,1,7,66,5.3,1.03,0.03,2.47,0.9,0,3,1,14,2,2,1,1,0,0,0,0,0,0,1,2,0,0,1,17,1,1,1,1,1,0,0,0,0,1,9,5,1,0,1,4,4,4,0,12,0,13,10,7,253.42,0,38,0,5.95,1.78,261.8,1,18,2.89,737.9,6.6,1,54.7,2026.3,1,13.25,2.58,535,6.28,1,56.6,4.04,2119.55,7.66,1,1,1,1,1,1,1,1,1,23,1,1,1,0,1,1,1,1,0,0,0,1,"1","0","May","1","0","1","5","0","37.4","0","3","3","2","2","4","medium_spend_cust"
"4535",74,11,0,31,27,10.7,0.6,-0.5,2.29,0.83,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,23,1,0,1,0,0,0,0,0,0,0,9,5,0,0,0,1,1,2,0,36,0,25,14,4,122.87,0,69,0,22.05,3.09,1458.5,0,0,2.85,0,7.17,0,0,0,1,16.25,2.79,1040,6.95,0,0,2.72,0,7.16,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","April","6","1","1","5","1","10.5","1","4","1","4","2","0","medium_spend_cust"
"4542",49,16,0,14,86,13.9,6.26,1.83,5.69,1.74,0,4,1,15,3,5,2,1,1,0,0,0,0,0,0,2,1,1,1,15,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,1,1,0,31,0,22,10,6,155.27,0,67,0,34.7,3.55,2316.1,0,0,2.56,0,6.79,0,0,0,1,9.75,2.28,650,6.48,0,0,2.82,0,6.98,1,0,0,1,1,0,0,0,1,25,1,1,1,0,0,1,1,0,1,0,0,1,"4","0","April","4","0","2","4","1","55.8","0","4","2","3","3","0","medium_spend_cust"
